Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore
361,1,1,5,standard,0,single,1,1,Moderate,5 - 10,0.087,0.085,0.079
362,0,2,4,standard,1,single,1,0,Few,5 - 10,0.053,0.058,0.059
363,0,3,5,free/reduced,1,single,2,0,Moderate,< 5,0.026,0.033,0.031
364,1,2,4,standard,1,divorced,1,1,Few,5 - 10,0.06,0.06,0.059
365,1,0,1,free/reduced,0,married,1,0,Few,> 10,0.051,0.059,0.062
366,1,2,2,standard,0,married,2,1,Few,5 - 10,0.069,0.058,0.053
367,1,2,1,free/reduced,1,married,1,2,Moderate,> 10,0.064,0.067,0.063
368,0,0,5,free/reduced,1,single,2,1,Few,5 - 10,0.044,0.064,0.058
369,0,3,5,standard,1,single,1,1,Moderate,5 - 10,0.071,0.083,0.084
370,1,4,4,standard,1,married,1,1,Moderate,5 - 10,0.086,0.078,0.072
371,0,2,4,free/reduced,0,single,2,0,Moderate,5 - 10,0.045,0.073,0.07
372,1,3,5,standard,1,single,2,1,,> 10,0.076,0.075,0.073
373,0,3,4,standard,0,married,2,1,Few,> 10,0.084,0.098,0.097
374,0,3,1,standard,1,married,2,1,,> 10,0.06,0.071,0.074
376,0,3,5,standard,1,single,2,0,Few,> 10,0.082,0.091,0.083
377,0,3,3,free/reduced,0,single,2,1,,5 - 10,0.085,0.095,0.1
378,0,0,5,standard,1,single,2,0,Few,> 10,0.073,0.084,0.078
379,1,0,1,standard,1,married,1,1,Few,5 - 10,0.067,0.064,0.063
380,0,1,0,standard,1,single,2,1,Few,5 - 10,0.08,0.086,0.083
381,1,2,0,standard,0,divorced,2,1,,< 5,0.084,0.098,0.093
382,1,2,3,free/reduced,1,married,2,0,Few,5 - 10,0.079,0.082,0.073
383,0,4,5,free/reduced,1,divorced,1,1,Moderate,> 10,0.04,0.05,0.047
384,0,0,5,free/reduced,1,divorced,0,0,Moderate,5 - 10,0.035,0.041,0.04
385,0,4,4,standard,1,divorced,1,1,Few,5 - 10,0.069,0.077,0.076
386,0,4,1,standard,1,single,2,1,,< 5,0.062,0.071,0.068
387,0,2,6,free/reduced,1,widowed,1,1,Moderate,5 - 10,0.058,0.079,0.068
388,0,3,2,standard,1,single,2,1,Moderate,5 - 10,0.062,0.064,0.064
389,1,3,3,standard,1,married,2,0,Few,< 5,0.071,0.07,0.075
390,1,4,5,free/reduced,0,single,1,1,,5 - 10,0.075,0.068,0.06
391,0,3,4,standard,1,single,2,0,Moderate,< 5,0.074,0.066,0.075
392,1,4,4,standard,1,married,2,1,Moderate,> 10,0.078,0.068,0.068
393,1,2,0,standard,0,divorced,1,1,Moderate,> 10,0.06,0.055,0.058
394,0,2,5,standard,0,single,2,0,,5 - 10,0.065,0.074,0.077
396,0,1,2,free/reduced,1,married,0,0,Moderate,5 - 10,0.048,0.065,0.061
398,1,1,5,standard,1,single,1,1,,< 5,0.073,0.062,0.057
399,1,3,5,standard,1,single,0,0,Moderate,< 5,0.056,0.057,0.051
400,0,2,5,standard,0,married,1,1,Moderate,5 - 10,0.06,0.054,0.068
401,1,0,4,standard,2,married,2,0,Few,,0.053,0.043,0.043
402,0,0,4,free/reduced,1,married,1,0,Few,> 10,0.051,0.066,0.057
403,0,3,2,standard,0,single,2,1,Moderate,5 - 10,0.088,0.099,0.1
404,0,2,2,standard,1,single,1,1,,5 - 10,0.055,0.059,0.063
405,0,2,5,standard,1,married,1,1,,< 5,0.062,0.072,0.068
406,1,1,0,standard,0,married,1,0,Moderate,> 10,0.068,0.066,0.065
407,0,1,0,standard,2,married,1,1,Moderate,5 - 10,0.084,0.081,0.078
408,0,3,2,free/reduced,0,divorced,2,0,Few,5 - 10,0.052,0.057,0.056
409,1,3,0,standard,0,widowed,0,0,Moderate,> 10,0.086,0.083,0.084
410,0,3,3,standard,0,,1,1,Few,5 - 10,0.072,0.073,0.078
411,1,5,4,standard,0,widowed,1,1,Moderate,5 - 10,0.086,0.084,0.079
412,1,3,0,standard,1,married,2,1,Moderate,,0.071,0.066,0.06
414,0,2,6,free/reduced,2,married,1,1,Moderate,5 - 10,0.052,0.073,0.08
415,1,4,2,standard,1,single,1,0,Moderate,5 - 10,0.086,0.074,0.07
416,1,2,1,standard,0,married,2,1,Moderate,< 5,0.068,0.072,0.066
417,1,2,0,standard,1,married,2,1,Moderate,< 5,0.071,0.071,0.065
418,1,3,4,standard,1,married,1,0,Moderate,5 - 10,0.07,0.059,0.063
419,1,4,2,free/reduced,0,married,2,0,Moderate,5 - 10,0.057,0.056,0.054
421,0,3,2,standard,0,married,1,0,Few,< 5,0.056,0.057,0.064
422,0,3,3,free/reduced,0,divorced,0,1,,> 10,0.047,0.059,0.068
423,0,0,5,standard,0,married,2,1,,< 5,0.057,0.083,0.078
424,1,5,4,free/reduced,1,married,3,0,Few,5 - 10,0.041,0.039,0.034
425,0,5,4,free/reduced,1,single,2,1,Moderate,< 5,0.06,0.065,0.06
426,1,2,1,standard,1,married,1,1,Few,5 - 10,0.088,0.084,0.088
427,1,2,5,free/reduced,1,single,1,1,,5 - 10,0.071,0.072,0.066
428,1,0,5,free/reduced,2,single,2,1,Few,,0.065,0.059,0.053
429,1,2,5,free/reduced,1,married,2,0,Moderate,> 10,0.07,0.063,0.055
430,1,5,0,free/reduced,1,married,2,2,Few,< 5,0.062,0.065,0.057
431,0,2,2,standard,1,single,2,1,Moderate,,0.061,0.072,0.07
432,1,2,2,standard,1,single,0,1,Moderate,< 5,0.057,0.054,0.052
433,0,0,5,free/reduced,1,divorced,2,0,,< 5,0.045,0.058,0.049
434,1,2,6,standard,1,married,2,0,Few,> 10,0.075,0.066,0.067
435,1,5,4,free/reduced,0,married,2,0,Many,5 - 10,0.05,0.048,0.053
436,1,3,0,standard,1,married,1,1,Moderate,5 - 10,0.077,0.069,0.065
437,1,3,6,free/reduced,1,divorced,2,1,Few,5 - 10,0.075,0.066,0.073
438,1,2,2,standard,2,single,1,1,,< 5,0.069,0.055,0.051
439,1,3,5,standard,0,married,2,2,,5 - 10,0.089,0.088,0.082
440,0,2,6,standard,0,single,1,0,Few,5 - 10,0.069,0.082,0.08
441,0,3,2,standard,1,married,2,1,Few,,0.078,0.081,0.08
442,0,0,5,free/reduced,1,married,2,1,Few,5 - 10,0.059,0.073,0.069
443,0,5,0,standard,1,,2,0,Few,< 5,0.07,0.081,0.074
444,1,0,5,free/reduced,1,married,2,1,,5 - 10,0.079,0.082,0.073
445,0,2,5,standard,0,divorced,1,2,Moderate,5 - 10,0.069,0.075,0.078
446,1,3,4,free/reduced,1,,1,1,Few,> 10,0.073,0.067,0.062
447,1,2,2,standard,0,single,1,1,Few,> 10,0.091,0.083,0.083
448,1,1,2,standard,1,widowed,1,1,Moderate,5 - 10,0.048,0.046,0.043
449,1,1,0,standard,1,single,1,1,,5 - 10,0.083,0.074,0.073
450,0,2,4,free/reduced,0,divorced,2,1,Moderate,5 - 10,0.064,0.085,0.085
451,0,4,4,standard,1,married,2,2,Moderate,5 - 10,0.1,0.092,0.097
452,0,2,0,free/reduced,1,married,1,0,Few,> 10,0.068,0.079,0.077
453,1,2,4,free/reduced,1,married,0,1,Moderate,> 10,0.064,0.057,0.048
454,0,2,0,free/reduced,1,,1,1,Moderate,5 - 10,0.054,0.061,0.063
455,1,2,1,free/reduced,1,married,2,1,,5 - 10,0.037,0.056,0.047
456,0,3,1,standard,1,divorced,2,0,Moderate,5 - 10,0.079,0.089,0.089
457,1,3,0,free/reduced,1,single,1,1,Few,5 - 10,0.054,0.054,0.049
458,0,4,1,standard,1,married,1,2,Few,,0.1,0.1,0.1
459,1,1,2,standard,2,married,2,0,Moderate,5 - 10,0.072,0.065,0.068
460,1,2,1,free/reduced,1,married,1,0,Few,< 5,0.052,0.057,0.055
461,1,1,4,free/reduced,1,married,2,1,Few,5 - 10,0.054,0.054,0.045
462,0,4,4,standard,1,divorced,0,0,Few,5 - 10,0.068,0.068,0.074
463,0,2,4,free/reduced,1,widowed,2,1,Moderate,5 - 10,0.077,0.09,0.091
464,1,0,1,standard,0,divorced,2,1,,5 - 10,0.075,0.058,0.062
465,0,2,4,standard,1,married,2,0,Moderate,5 - 10,0.084,0.087,0.091
466,0,3,0,free/reduced,1,divorced,2,0,Few,> 10,0.026,0.031,0.038
467,1,0,2,free/reduced,0,married,1,0,Many,> 10,0.076,0.069,0.067
468,0,0,2,free/reduced,0,single,1,1,Moderate,5 - 10,0.079,0.089,0.087
469,1,5,4,standard,1,married,1,1,Few,5 - 10,0.093,0.075,0.077
470,0,2,0,standard,0,divorced,2,0,Few,5 - 10,0.083,0.085,0.09
471,0,2,2,standard,2,married,1,1,,< 5,0.062,0.068,0.074
472,0,2,0,standard,0,married,2,1,Moderate,5 - 10,0.068,0.086,0.084
473,0,3,5,standard,1,married,2,0,Moderate,> 10,0.057,0.066,0.06
474,0,1,0,standard,2,single,2,1,Few,5 - 10,0.09,0.09,0.091
475,0,3,1,standard,0,,2,1,Moderate,> 10,0.073,0.077,0.084
476,1,4,1,standard,0,single,2,1,Few,5 - 10,0.076,0.062,0.066
477,1,3,6,standard,1,married,2,0,Few,5 - 10,0.08,0.068,0.072
478,0,3,3,standard,1,single,0,1,Few,5 - 10,0.053,0.064,0.07
479,1,4,0,standard,1,single,2,1,Moderate,> 10,0.078,0.072,0.068
480,1,1,2,standard,0,married,2,1,Few,5 - 10,0.073,0.071,0.068
481,0,3,0,free/reduced,2,married,2,1,Moderate,5 - 10,0.052,0.059,0.056
482,1,5,4,free/reduced,1,married,2,1,Few,> 10,0.07,0.069,0.062
483,1,0,2,standard,1,divorced,2,1,Few,5 - 10,0.059,0.052,0.046
484,0,1,0,standard,1,single,1,0,Moderate,< 5,0.048,0.051,0.054
485,1,2,2,standard,1,married,2,0,,< 5,0.067,0.072,0.069
486,1,3,4,free/reduced,1,married,2,1,Moderate,5 - 10,0.061,0.047,0.056
487,0,2,0,free/reduced,1,married,2,2,Moderate,5 - 10,0.06,0.075,0.074
488,1,1,5,standard,0,divorced,1,1,Few,5 - 10,0.065,0.053,0.058
489,1,0,0,free/reduced,0,,0,1,Moderate,5 - 10,0.076,0.08,0.079
490,0,0,0,free/reduced,1,married,1,0,Few,< 5,0.064,0.084,0.076
491,0,2,0,standard,2,divorced,2,2,,5 - 10,0.064,0.064,0.07
492,0,2,4,standard,1,married,2,0,Few,5 - 10,0.083,0.083,0.09
493,0,2,1,standard,1,married,2,1,Many,< 5,0.078,0.086,0.088
494,0,1,2,standard,1,divorced,1,1,Few,< 5,0.053,0.063,0.068
495,1,3,2,standard,0,divorced,2,1,Moderate,5 - 10,0.068,0.064,0.066
496,0,2,4,standard,1,married,1,0,Moderate,< 5,0.053,0.047,0.052
497,0,3,4,free/reduced,0,,2,0,Few,5 - 10,0.059,0.078,0.076
499,1,4,4,standard,1,married,2,1,Moderate,< 5,0.073,0.069,0.07
500,0,3,3,standard,1,married,2,1,Few,5 - 10,0.074,0.08,0.084
501,0,1,0,standard,0,married,2,1,,< 5,0.091,0.085,0.09
502,1,2,4,free/reduced,1,divorced,2,1,,,0.063,0.061,0.054
503,0,4,0,standard,0,married,1,1,Moderate,> 10,0.1,0.091,0.096
504,0,3,3,free/reduced,1,single,1,1,Few,5 - 10,0.041,0.061,0.057
505,0,1,5,standard,1,married,2,1,Moderate,< 5,0.079,0.08,0.078
506,1,0,2,standard,1,married,1,1,Few,5 - 10,0.07,0.071,0.067
508,1,2,6,standard,1,single,2,0,Moderate,5 - 10,0.079,0.078,0.077
509,0,2,1,standard,1,married,1,0,Few,5 - 10,0.088,0.093,0.089
510,1,3,4,standard,1,married,2,0,Moderate,5 - 10,0.076,0.071,0.073
511,1,0,6,standard,1,,2,1,Few,< 5,0.062,0.049,0.042
512,1,3,5,free/reduced,1,married,1,0,Few,< 5,0.061,0.048,0.052
513,0,1,5,standard,0,divorced,1,1,Moderate,5 - 10,0.055,0.061,0.063
514,0,1,3,free/reduced,0,single,2,1,Moderate,5 - 10,0.077,0.097,0.094
515,0,2,5,standard,0,married,2,0,Few,5 - 10,0.076,0.087,0.085
516,0,3,4,standard,1,married,2,0,Few,,0.074,0.089,0.084
517,0,4,4,standard,0,divorced,0,1,Few,5 - 10,0.064,0.072,0.071
518,0,3,5,standard,0,single,1,0,Few,5 - 10,0.067,0.079,0.079
519,0,1,2,free/reduced,0,married,2,0,Moderate,5 - 10,0.067,0.078,0.079
520,1,3,6,standard,1,married,2,0,Moderate,5 - 10,0.071,0.049,0.052
521,0,2,0,standard,1,single,2,1,Moderate,5 - 10,0.091,0.086,0.084
522,1,5,1,standard,1,married,2,1,Moderate,> 10,0.071,0.058,0.058
523,1,2,3,free/reduced,2,widowed,1,1,Few,5 - 10,0.056,0.061,0.052
524,1,2,2,standard,0,married,2,0,Few,,0.053,0.052,0.049
525,1,5,4,standard,1,single,2,1,Moderate,> 10,0.07,0.06,0.06
526,1,2,5,free/reduced,0,single,2,1,Moderate,< 5,0.054,0.06,0.058
527,0,2,2,free/reduced,1,divorced,2,1,Few,5 - 10,0.036,0.053,0.043
528,0,3,1,free/reduced,1,single,2,0,Few,< 5,0.028,0.04,0.046
529,0,2,0,standard,1,married,0,0,Few,5 - 10,0.06,0.072,0.068
530,0,2,0,standard,0,married,3,1,Few,5 - 10,0.068,0.067,0.073
531,0,2,5,standard,1,married,0,1,Few,5 - 10,0.045,0.053,0.051
532,1,4,0,standard,0,single,2,1,Few,< 5,0.06,0.06,0.056
533,0,4,0,standard,0,married,2,0,Moderate,5 - 10,0.079,0.088,0.094
534,1,1,2,standard,0,married,2,0,Few,> 10,0.075,0.07,0.069
535,0,2,1,free/reduced,0,married,2,1,Moderate,5 - 10,0.066,0.083,0.083
536,1,5,0,standard,0,single,0,0,Few,< 5,0.047,0.058,0.055
537,0,3,2,standard,1,married,0,1,Few,5 - 10,0.049,0.065,0.06
538,1,5,1,standard,0,,2,0,Few,< 5,0.082,0.065,0.069
539,1,0,0,standard,0,married,2,0,Moderate,> 10,0.099,0.093,0.087
540,1,2,2,standard,0,married,2,0,Few,5 - 10,0.075,0.069,0.068
541,1,5,0,free/reduced,2,single,2,0,Few,< 5,0.076,0.08,0.078
542,0,5,0,standard,1,divorced,1,1,Moderate,5 - 10,0.083,0.078,0.08
543,0,3,0,standard,1,single,1,0,Few,> 10,0.086,0.097,0.093
544,0,3,6,standard,1,married,2,1,Few,5 - 10,0.064,0.063,0.066
545,1,4,5,free/reduced,0,married,1,1,Few,5 - 10,0.08,0.084,0.082
546,0,0,5,standard,0,married,2,1,Moderate,5 - 10,0.092,0.1,0.097
547,1,2,2,standard,0,divorced,1,1,Few,< 5,0.071,0.066,0.064
548,0,2,2,free/reduced,1,married,1,0,Moderate,< 5,0.061,0.066,0.064
549,1,2,3,standard,1,married,2,1,Few,< 5,0.077,0.072,0.069
550,1,2,5,free/reduced,1,,2,1,,< 5,0.076,0.074,0.063
551,1,1,1,free/reduced,0,married,1,0,Few,5 - 10,0.089,0.091,0.09
552,0,1,6,standard,1,married,0,0,Moderate,5 - 10,0.038,0.047,0.048
553,1,3,4,free/reduced,1,married,1,0,Few,5 - 10,0.079,0.062,0.065
554,1,4,0,standard,1,divorced,1,1,Few,> 10,0.056,0.046,0.041
555,0,2,4,free/reduced,2,single,1,0,,> 10,0.033,0.04,0.034
557,1,2,3,free/reduced,1,single,1,1,Few,5 - 10,0.063,0.069,0.069
558,0,1,0,free/reduced,1,single,2,0,Few,< 5,0.051,0.068,0.068
559,1,3,5,standard,1,married,2,1,Few,> 10,0.075,0.066,0.063
560,0,3,4,standard,0,divorced,2,0,Moderate,,0.074,0.075,0.079
561,0,2,4,standard,1,single,1,1,Moderate,> 10,0.066,0.076,0.077
562,1,2,1,standard,0,married,1,0,Few,< 5,0.095,0.089,0.092
563,0,3,4,free/reduced,0,divorced,2,1,Few,5 - 10,0.063,0.08,0.08
564,1,1,1,free/reduced,1,married,2,2,Few,< 5,0.046,0.05,0.045
565,1,1,0,standard,1,divorced,2,0,Few,< 5,0.046,0.042,0.044
566,0,4,1,free/reduced,0,single,0,0,Moderate,5 - 10,0.089,0.098,0.097
567,0,3,3,free/reduced,0,married,3,1,Few,5 - 10,0.061,0.072,0.08
568,1,1,2,free/reduced,1,married,1,1,Many,< 5,0.062,0.047,0.047
569,1,5,1,free/reduced,1,single,1,1,Few,,0.07,0.069,0.068
570,1,1,6,standard,0,divorced,1,1,Few,5 - 10,0.073,0.076,0.071
571,1,0,1,standard,1,married,0,1,Few,5 - 10,0.088,0.094,0.089
572,0,2,4,standard,2,single,2,0,Moderate,> 10,0.054,0.062,0.057
573,0,2,2,free/reduced,0,,2,1,Few,5 - 10,0.05,0.066,0.064
574,0,5,2,standard,1,,2,0,Few,> 10,0.076,0.082,0.072
575,1,0,0,free/reduced,2,married,2,1,Many,5 - 10,0.04,0.055,0.053
576,1,0,4,standard,0,married,2,1,,5 - 10,0.061,0.051,0.052
577,0,1,2,standard,1,married,2,1,Few,< 5,0.078,0.089,0.087
578,0,1,4,free/reduced,0,single,2,0,Few,> 10,0.049,0.056,0.059
579,0,3,3,standard,1,married,1,0,Moderate,< 5,0.052,0.06,0.068
580,0,3,5,standard,1,married,2,0,Few,< 5,0.078,0.095,0.094
581,0,4,5,standard,1,divorced,0,1,Moderate,5 - 10,0.074,0.077,0.078
582,0,3,1,free/reduced,1,widowed,2,1,Few,5 - 10,0.063,0.073,0.078
583,0,5,0,standard,0,single,2,1,Few,> 10,0.075,0.076,0.081
586,0,0,2,standard,1,married,2,1,Moderate,5 - 10,0.055,0.073,0.073
587,0,2,1,free/reduced,1,married,1,1,Few,< 5,0.043,0.062,0.062
588,0,2,4,standard,1,,1,0,Few,< 5,0.053,0.063,0.065
589,0,0,5,standard,1,single,2,1,Few,5 - 10,0.048,0.066,0.065
590,1,2,4,free/reduced,1,widowed,2,0,Moderate,< 5,0.056,0.056,0.052
591,1,5,5,standard,1,widowed,2,1,Moderate,5 - 10,0.067,0.061,0.048
592,1,4,1,standard,1,married,0,1,,5 - 10,0.065,0.066,0.062
593,0,5,6,standard,2,married,2,1,Moderate,5 - 10,0.074,0.076,0.073
594,0,2,1,standard,0,married,1,0,Few,5 - 10,0.094,0.1,0.1
595,0,2,1,standard,0,married,2,1,Few,> 10,0.057,0.08,0.073
596,1,1,2,free/reduced,1,married,1,0,Few,5 - 10,0.03,0.024,0.015
597,1,0,5,standard,1,married,0,1,Few,5 - 10,0.051,0.053,0.046
598,0,3,2,standard,1,married,2,1,Moderate,> 10,0.071,0.078,0.074
599,0,3,5,standard,1,single,2,0,Few,5 - 10,0.065,0.082,0.081
600,0,5,3,standard,1,single,2,1,Few,< 5,0.052,0.06,0.063
601,0,2,2,standard,1,divorced,2,0,Few,5 - 10,0.029,0.029,0.03
602,0,4,4,standard,1,married,2,0,Few,5 - 10,0.076,0.078,0.08
603,1,3,2,free/reduced,1,married,2,1,Few,5 - 10,0.06,0.057,0.051
604,1,3,3,free/reduced,0,married,2,2,,< 5,0.081,0.087,0.088
605,1,2,5,standard,1,divorced,2,1,Moderate,< 5,0.072,0.07,0.06
606,0,2,0,standard,1,,0,1,,5 - 10,0.082,0.082,0.079
607,0,2,3,free/reduced,1,married,2,1,Few,5 - 10,0.04,0.059,0.055
608,0,5,4,standard,2,divorced,0,1,,5 - 10,0.059,0.063,0.06
609,0,1,0,standard,1,married,1,0,Few,< 5,0.057,0.062,0.065
610,1,3,4,free/reduced,0,married,2,1,Moderate,5 - 10,0.069,0.06,0.063
611,0,2,4,standard,1,married,2,1,Moderate,< 5,0.056,0.058,0.064
612,1,2,1,standard,0,married,2,1,,< 5,0.091,0.088,0.089
614,0,0,0,standard,1,married,2,0,Moderate,5 - 10,0.082,0.093,0.093
615,0,2,2,standard,1,married,2,1,Few,5 - 10,0.06,0.068,0.072
616,0,4,1,standard,1,single,2,2,Moderate,5 - 10,0.037,0.045,0.038
617,1,3,1,standard,1,,2,0,Moderate,5 - 10,0.088,0.078,0.083
618,1,3,3,standard,1,married,2,1,Few,5 - 10,0.095,0.082,0.086
619,1,5,0,free/reduced,0,married,0,0,Moderate,< 5,0.061,0.07,0.064
620,0,2,2,free/reduced,1,single,2,1,Few,> 10,0.036,0.061,0.055
621,1,1,6,free/reduced,1,single,1,2,Moderate,5 - 10,0.063,0.063,0.057
622,1,2,2,free/reduced,0,married,2,1,Few,> 10,0.059,0.051,0.053
623,1,0,4,standard,0,divorced,0,1,Moderate,5 - 10,0.097,0.094,0.083
624,0,5,1,free/reduced,1,married,1,0,Few,< 5,0.06,0.057,0.062
625,1,3,4,standard,0,married,1,1,,< 5,0.099,0.096,0.099
626,1,1,0,free/reduced,0,divorced,0,1,Few,5 - 10,0.066,0.068,0.061
627,1,3,0,standard,1,divorced,2,0,Few,,0.061,0.048,0.046
628,1,3,4,free/reduced,1,married,1,0,Few,5 - 10,0.05,0.057,0.047
629,0,2,5,standard,0,married,1,1,,5 - 10,0.045,0.051,0.056
630,1,3,4,standard,1,single,0,1,Few,5 - 10,0.064,0.063,0.068
631,1,1,2,standard,1,widowed,1,1,Few,5 - 10,0.081,0.06,0.066
632,0,1,1,standard,0,married,2,1,Few,> 10,0.067,0.075,0.082
633,0,2,2,standard,1,married,2,0,Moderate,5 - 10,0.075,0.088,0.085
635,1,0,2,standard,1,married,2,1,,5 - 10,0.071,0.074,0.064
637,0,3,5,standard,0,single,0,2,Few,< 5,0.075,0.089,0.084
638,1,4,4,standard,2,married,1,1,Few,5 - 10,0.088,0.077,0.075
639,0,3,6,standard,1,single,0,1,Few,5 - 10,0.073,0.072,0.071
640,1,3,2,standard,1,single,2,0,Moderate,> 10,0.042,0.052,0.052
641,0,3,0,free/reduced,0,,2,1,Few,> 10,0.076,0.089,0.091
642,0,1,5,free/reduced,1,married,0,1,Few,< 5,0.067,0.078,0.075
643,0,4,2,standard,0,single,1,1,,5 - 10,0.076,0.08,0.082
644,1,1,2,standard,1,single,2,1,Few,< 5,0.067,0.064,0.058
645,0,1,1,standard,0,married,0,1,Few,5 - 10,0.063,0.079,0.078
646,0,5,0,standard,1,married,1,1,Moderate,> 10,0.062,0.072,0.067
647,0,4,6,free/reduced,1,single,2,1,Few,< 5,0.062,0.061,0.066
648,0,5,2,standard,1,single,1,1,Few,5 - 10,0.051,0.053,0.056
649,0,3,4,standard,0,divorced,0,1,,5 - 10,0.066,0.077,0.078
650,1,2,5,free/reduced,0,single,2,1,Moderate,> 10,0.052,0.056,0.054
651,0,0,2,standard,0,married,1,1,Many,5 - 10,0.07,0.081,0.077
652,0,3,4,standard,0,married,2,1,Few,< 5,0.082,0.084,0.096
653,0,0,0,standard,0,single,2,0,Few,5 - 10,0.065,0.07,0.074
654,0,1,5,standard,1,divorced,2,1,Few,5 - 10,0.073,0.079,0.079
655,0,1,4,standard,1,married,2,0,Few,,0.062,0.067,0.067
656,1,2,0,free/reduced,1,married,2,0,Moderate,> 10,0.079,0.068,0.065
657,1,3,5,standard,1,married,2,0,Few,> 10,0.071,0.066,0.062
658,0,3,0,free/reduced,1,married,3,1,Moderate,5 - 10,0.043,0.06,0.058
659,1,3,0,standard,1,divorced,2,1,Moderate,5 - 10,0.09,0.087,0.085
661,1,2,5,standard,1,married,0,0,Few,5 - 10,0.07,0.065,0.061
662,0,3,4,free/reduced,1,divorced,1,1,Few,< 5,0.054,0.07,0.069
663,0,2,2,standard,1,,2,1,Moderate,5 - 10,0.065,0.069,0.067
664,1,5,0,standard,1,married,1,1,Few,,0.082,0.063,0.064
665,0,2,5,free/reduced,0,single,2,0,Few,5 - 10,0.05,0.06,0.06
666,0,2,4,free/reduced,0,married,2,1,Few,5 - 10,0.063,0.073,0.071
667,0,1,1,free/reduced,1,married,2,0,Moderate,< 5,0.074,0.083,0.085
668,1,2,4,standard,1,single,1,1,Moderate,5 - 10,0.075,0.075,0.062
669,1,3,0,standard,0,single,2,1,Moderate,5 - 10,0.081,0.072,0.077
670,0,2,2,free/reduced,1,married,0,0,Few,< 5,0.062,0.073,0.064
671,1,3,0,free/reduced,1,married,2,1,,< 5,0.05,0.056,0.049
672,0,2,4,standard,1,married,1,1,Few,5 - 10,0.071,0.079,0.077
673,0,2,0,standard,2,married,2,0,Few,5 - 10,0.065,0.084,0.084
674,0,3,2,standard,0,divorced,1,1,Few,5 - 10,0.071,0.078,0.079
675,0,1,4,standard,0,married,2,1,Few,5 - 10,0.05,0.064,0.066
676,0,4,4,standard,0,divorced,2,1,,5 - 10,0.073,0.078,0.076
677,0,2,6,standard,0,single,2,0,Few,> 10,0.072,0.083,0.077
678,1,3,0,free/reduced,2,married,1,1,Few,5 - 10,0.083,0.076,0.079
679,1,3,4,free/reduced,2,divorced,2,1,Moderate,5 - 10,0.063,0.061,0.06
680,0,3,2,standard,1,divorced,1,1,Many,< 5,0.066,0.071,0.074
682,1,1,2,standard,1,divorced,1,1,Few,5 - 10,0.063,0.055,0.055
683,0,2,6,free/reduced,0,divorced,1,1,Few,5 - 10,0.029,0.04,0.045
684,1,1,4,standard,2,married,1,1,Few,< 5,0.061,0.065,0.068
685,0,4,3,standard,0,single,2,1,Few,> 10,0.097,0.1,0.1
686,1,4,4,standard,0,single,2,1,,5 - 10,0.085,0.075,0.068
687,1,5,0,free/reduced,1,divorced,1,1,Few,> 10,0.081,0.08,0.076
688,1,0,2,free/reduced,1,divorced,2,1,Few,5 - 10,0.053,0.058,0.044
689,1,4,4,free/reduced,1,married,2,1,Moderate,5 - 10,0.093,0.09,0.083
690,0,2,0,standard,1,married,0,1,Moderate,5 - 10,0.047,0.052,0.051
691,0,4,0,free/reduced,1,married,2,0,Few,< 5,0.07,0.074,0.076
692,0,2,6,free/reduced,0,divorced,2,1,,> 10,0.067,0.075,0.082
693,0,3,0,standard,1,married,1,1,Few,5 - 10,0.079,0.078,0.074
694,0,2,5,standard,1,single,2,1,Few,5 - 10,0.049,0.063,0.056
695,0,3,4,free/reduced,1,married,3,0,Few,> 10,0.081,0.09,0.087
696,0,5,0,standard,0,married,2,1,Few,< 5,0.072,0.08,0.088
697,0,0,1,standard,1,,2,0,Moderate,< 5,0.057,0.07,0.068
698,0,3,0,standard,0,married,2,1,Few,5 - 10,0.057,0.078,0.079
699,1,2,2,free/reduced,1,divorced,0,1,Moderate,5 - 10,0.064,0.065,0.057
700,0,4,1,standard,0,single,1,1,Moderate,5 - 10,0.081,0.082,0.084
701,0,5,5,standard,1,married,0,0,Few,,0.055,0.065,0.07
702,1,0,1,standard,0,married,1,1,,< 5,0.086,0.083,0.087
703,0,3,6,standard,2,married,0,1,Few,5 - 10,0.061,0.063,0.065
704,0,1,5,free/reduced,0,married,2,1,Moderate,< 5,0.057,0.062,0.062
705,1,0,6,free/reduced,1,single,1,1,Few,5 - 10,0.063,0.073,0.066
706,1,3,2,standard,1,married,1,1,Few,5 - 10,0.047,0.034,0.036
707,1,2,4,standard,2,married,2,1,Moderate,5 - 10,0.066,0.059,0.052
708,1,3,2,standard,1,married,0,1,Few,< 5,0.083,0.084,0.075
709,0,3,0,free/reduced,0,divorced,2,1,,5 - 10,0.042,0.061,0.058
710,1,2,4,standard,0,divorced,2,1,,5 - 10,0.093,0.084,0.09
711,0,4,5,standard,0,divorced,2,1,Few,5 - 10,0.08,0.085,0.085
712,0,3,4,standard,1,married,2,1,Moderate,5 - 10,0.098,0.1,0.099
713,1,3,3,standard,1,divorced,2,0,Few,< 5,0.079,0.081,0.084
714,0,1,5,standard,0,married,1,0,Few,> 10,0.063,0.072,0.077
715,0,1,0,free/reduced,0,married,1,1,,< 5,0.075,0.093,0.087
716,1,2,0,standard,0,divorced,0,1,Few,< 5,0.068,0.075,0.068
